timestamp,total_mention_velocity,avg_sentiment_score,positive_vibe_count,negative_vibe_count,actual_server_requests
1788526631.4012992,45,0.7639896750450135,0,0,500
1788526641.4271388,395,0.8876993894577027,1,0,500
1788526652.4424703,48,0.772315243879954,0,2,500
1788526662.4726415,509,0.7188700795173645,1,2,500
1788526673.4175186,61,0.6791767179965973,0,1,500
1788526684.4568932,73,0.7970208823680878,0,0,500
1788526695.4143295,374,0.7502366542816162,2,2,500
1788526705.4731362,49,0.7114249467849731,0,2,500
1788526716.485578,44,0.8142104943593343,1,0,500
1788526727.435519,486,0.8269857406616211,2,0,500
1788526737.4382944,34,0.7532605171203614,0,0,500
1788526747.4557273,37,0.6878737926483154,1,1,500
1788526757.462425,267,0.78758225440979,1,0,500
1788526768.4940906,90,0.8550194899241129,0,0,500
1788526778.4958892,51,0.7966763257980347,0,0,500
1788526788.5101538,306,0.7246940732002258,1,0,500
1788526798.51515,45,0.6891669511795044,0,1,500
1788526808.522613,39,0.8334036231040954,1,0,500
1788526818.5300577,286,0.7828511595726013,1,2,500
1788526829.4948783,81,0.6163173735141754,0,4,500
1788526840.5288675,47,0.7861256301403046,1,0,500
1788526850.549602,510,0.8354406118392944,1,1,500
1788526860.5574372,30,0.8339033007621766,0,0,500
1788526870.5891888,47,0.8493633985519409,1,0,500
1788526881.5034466,468,0.8088375568389893,1,0,500
1788526891.525243,74,0.8214567542076111,0,1,500
1788526901.5323832,64,0.8325440168380738,0,1,500
1788526911.5366206,220,0.8117482662200928,2,1,500
1788526921.5581295,76,0.7373387038707733,1,2,500
1788526931.5607257,63,0.7225604295730591,0,2,500
1788526942.587286,293,0.7898773451646169,1,1,500
1788526952.6032226,61,0.7605910062789917,0,0,500
1788526962.6036131,418,0.8155182361602783,1,1,500
1788526972.6261837,52,0.6990908265113831,0,0,500
1788526983.5719402,21,0.7820351123809814,0,1,500
1788526993.5748136,372,0.8160760641098023,0,0,500
1788527003.6056826,52,0.7751382708549499,0,0,500
1788527014.6066566,71,0.8582496146361033,0,0,500
1788527024.6525395,373,0.8450292825698853,0,1,500
1788527035.5930917,46,0.8307301998138428,0,1,500
1788527045.603695,51,0.789503300189972,0,1,500
1788527055.6078737,534,0.8221956491470337,1,0,500
1788527065.6220539,59,0.5449023127555848,1,2,500
1788527075.625873,63,0.822566545009613,0,1,500
1788527086.668179,322,0.8567808568477631,1,1,500
1788527096.725948,51,0.7476755023002625,0,1,500
1788527107.6309106,51,0.7957176685333252,0,0,500
1788527117.6518502,440,0.6780377149581909,2,1,500
1788527127.6618817,59,0.6495387196540833,1,1,500
1788527138.695329,72,0.7769592901070913,0,1,500
1788527149.6480517,321,0.8919834971427918,1,0,500
1788527159.6601286,38,0.7001840591430664,0,1,500
1788527169.673529,24,0.7803279280662536,0,1,500
1788527179.6756327,258,0.8274589657783509,2,0,500
1788527190.70079,47,0.7963411609331766,0,2,500
1788527200.7280412,57,0.7370763063430786,0,2,500
1788527211.6941867,198,0.842960250377655,1,1,500
1788527222.7345266,61,0.8571715454260508,0,0,500
1788527232.736054,517,0.8294542789459228,2,1,500
1788527243.708407,42,0.8405683755874633,0,0,500
1788527253.7108672,46,0.8161793112754822,1,0,500
1788527263.7231836,290,0.8505879521369935,1,0,500
1788527273.727207,43,0.7970961928367615,0,1,500
1788527284.7606282,67,0.7923654913902283,1,0,500
1788527294.774987,199,0.8954759359359741,1,0,500
1788527305.7347686,40,0.8110341191291809,0,0,500
1788527315.7727218,65,0.7231329321861267,0,0,500
1788527326.7783146,240,0.7131278912226359,2,2,500
1788527337.7621365,28,0.7762268781661987,0,1,500
1788527347.7633328,45,0.7858248591423035,1,1,500
1788527358.7911808,241,0.7926157514254252,1,0,500
1788527368.823989,50,0.8555955052375793,0,0,500
1788527378.8528988,53,0.8750192642211914,0,0,500
1788527389.8096838,500,0.8203538179397583,1,2,500
1788527400.8350208,28,0.6495752930641174,0,5,500
1788527411.7936919,74,0.8364435076713562,0,1,500
1788527421.7964818,309,0.7188401460647583,2,0,500
1788527431.7989676,46,0.8081036448478699,0,2,500
1788527442.8397572,332,0.7950184245904287,1,2,500
1788527452.893568,53,0.7380612611770629,0,0,500
1788527463.8297782,67,0.8236705183982849,0,0,500
1788527473.858075,412,0.7277915418148041,2,1,500
1788527484.8790603,54,0.7573291957378387,0,1,500
1788527495.836347,67,0.8049039363861084,1,1,500
1788527506.862089,206,0.7488274822632471,1,1,500
1788527516.9028003,50,0.8415431618690491,1,0,500
1788527527.8582046,60,0.8804605841636658,0,0,500
1788527537.8638427,373,0.7838479280471802,1,0,500
1788527547.8757536,71,0.8039275407791138,0,1,500
1788527557.884353,59,0.7644624471664428,0,0,500
1788527568.9226954,439,0.8421236375967661,1,0,500
1788527579.8717928,44,0.8407798886299134,1,0,500
1788527589.9003723,57,0.8227777361869812,0,0,500
1788527599.9018843,509,0.784050989151001,1,2,500
1788527610.939544,71,0.8540399769941965,0,1,500
1788527621.9122274,42,0.8024462699890137,0,2,500
1788527632.940396,375,0.7528292189041773,2,0,500
1788527642.9576435,60,0.795147716999054,0,1,500
1788527652.974134,201,0.8379536390304565,1,0,500
1788527663.9309707,72,0.8293594598770142,0,1,500
1788527673.9317641,64,0.7596588134765625,0,1,500
1788527683.93461,506,0.8271386504173279,1,1,500
1788527693.9510045,71,0.8278018355369567,0,0,500
1788527703.9605389,59,0.7790578484535218,0,0,500
1788527713.9654794,482,0.8846104264259338,1,1,500
1788527723.9664903,55,0.823685622215271,1,0,500
1788527734.9930906,60,0.754727860291799,0,2,500
1788527745.0158362,319,0.8356372833251953,1,1,500
1788527755.0294456,36,0.7992478966712951,0,1,500
1788527765.9919193,68,0.7191675662994385,0,0,500
1788527777.0214,423,0.6662205159664154,1,3,500
1788527787.0409124,56,0.7514426350593567,0,3,500
1788527797.9966466,62,0.8500170946121216,0,0,500
1788527808.0071127,230,0.8325486302375793,1,1,500
1788527818.0162547,52,0.777702522277832,0,1,500
1788527828.0235126,34,0.7763361215591431,0,1,500
1788527839.0516024,304,0.8580281833807627,1,1,500
1788527849.0608528,70,0.8433748245239258,0,0,500
1788527859.0692449,76,0.7860353350639343,0,1,500
1788527869.0996265,346,0.8451064348220825,1,2,500
1788527880.037343,40,0.8398047924041748,0,2,500
1788527890.0449672,45,0.7031320333480835,0,1,500
1788527900.0576885,342,0.6853020071983338,0,2,500
1788527910.0859387,43,0.7691792130470276,0,1,500
1788527921.10765,87,0.779804507891337,0,1,500
1788527931.1466994,241,0.7679747939109802,2,0,500
1788527942.0751774,63,0.838742733001709,0,0,500
1788527952.0892262,28,0.8039860963821411,0,1,500
1788527962.0894015,418,0.7993040084838867,1,0,500
1788527973.1226058,60,0.8119561672210693,1,0,500
1788527983.1511445,223,0.7786838412284851,0,1,500
1788527994.0989528,34,0.7863851666450501,1,1,500
1788528004.109091,46,0.7009268224239349,0,1,500
1788528015.1213844,338,0.7821817000706991,1,1,500
1788528025.1545815,54,0.6612700581550598,0,2,500
1788528036.1251671,45,0.7060788631439209,0,1,500
1788528047.1604636,405,0.669956718881925,0,2,500
1788528057.173337,48,0.8271393179893494,0,1,500
1788528067.173514,42,0.7920938372612,0,1,500
1788528077.1881037,497,0.8222487807273865,1,0,500
1788528087.2194765,52,0.8459099292755127,0,0,500
1788528098.1571596,42,0.7841695547103882,0,0,500
1788528108.1665,189,0.8407956957817078,1,0,500
1788528119.2072313,47,0.7595754315455755,1,1,500
1788528129.251072,47,0.8540106296539307,0,0,500
1788528139.2633975,328,0.7776706457138062,0,1,500
1788528150.2306964,56,0.8429727554321289,1,0,500
1788528161.2426598,55,0.7883726159731547,0,1,500
1788528172.194723,350,0.8542926549911499,1,0,500
1788528183.2172453,69,0.7928418020407358,0,0,500
1788528193.2468455,511,0.795579195022583,0,1,500
1788528203.2862284,61,0.7297319889068603,0,1,500
1788528214.2236164,39,0.8142856597900391,1,1,500
1788528225.261009,227,0.7716070214907328,1,3,500
1788528236.23415,24,0.7645171761512757,1,1,500
1788528246.24015,43,0.8334674954414367,1,0,500
1788528256.2472937,530,0.757507073879242,0,1,500
1788528267.2785325,64,0.8081256250540415,0,1,500
1788528277.3258274,58,0.7726722598075867,1,0,500
1788528288.2592194,198,0.8031238317489624,0,1,500
1788528299.2969844,70,0.7945848057667414,0,0,500
1788528310.2705562,71,0.8361189246177674,0,0,500
1788528320.2813373,202,0.8134475588798523,0,1,500
1788528330.2888625,41,0.8081296801567077,1,0,500
1788528341.3199668,63,0.8081006308396658,1,0,500
1788528352.2954392,265,0.7674977421760559,0,1,500
1788528362.3325448,57,0.7972413301467896,0,1,500
1788528373.3466146,531,0.7665184438228607,1,2,500
1788528384.2934148,44,0.7859100937843323,0,1,500
1788528394.309337,48,0.8092699527740479,0,1,500
1788528404.3226166,221,0.7260223865509033,0,0,500
1788528415.3520665,56,0.7529885073502859,0,2,500
1788528425.3594742,61,0.7116319298744201,1,3,500
1788528436.3382583,391,0.7584460616111756,1,1,500
1788528446.3706496,51,0.7706181645393372,0,1,500
1788528457.3697717,79,0.8712535401185354,0,0,500
1788528467.3946245,309,0.8155534505844116,1,0,500
1788528477.402874,72,0.7416218280792236,1,2,500
1788528488.363873,42,0.7916686177253723,0,1,500
1788528498.3691804,508,0.8126513957977295,1,1,500
1788528508.3732703,50,0.8525866627693176,0,0,500
1788528518.386039,62,0.8180266737937927,1,0,500
1788528529.4207902,540,0.7928586900234222,1,3,500
1788528540.4314187,32,0.833739185333252,0,0,500
1788528551.4252226,79,0.7783306688070297,0,1,500
1788528561.439541,273,0.8529897570610047,1,1,500
1788528571.440216,48,0.8283795952796936,1,1,500
1788528581.4550958,65,0.7810469508171082,1,0,500
1788528592.416742,453,0.7799342513084412,1,2,500
1788528602.4184437,55,0.8495956540107727,0,0,500
1788528612.4360547,49,0.8769598603248596,0,0,500
1788528622.440546,207,0.7990975141525268,2,1,500
1788528632.4418423,70,0.7220317840576171,0,1,500
1788528643.4637303,315,0.7746355732282003,1,1,500
1788528653.484306,32,0.7893148541450501,1,1,500
1788528663.5340064,43,0.7827829718589783,0,0,500
1788528674.465452,205,0.7605496287345886,1,2,500
1788528685.490588,64,0.8501528898874918,1,1,500
1788528695.5123508,47,0.7267124772071838,1,0,500
1788528706.4794195,502,0.7772394895553589,2,0,500
1788528716.4857323,65,0.8205883622169494,0,1,500
1788528726.485799,55,0.7723836302757263,1,2,500
1788528736.489856,313,0.7872296929359436,1,1,500
1788528746.4924483,33,0.8180879354476929,0,1,500
1788528756.5028355,55,0.7632150888442993,0,2,500
1788528766.5309737,538,0.8203265547752381,1,1,500
1788528777.547684,41,0.7816557089487711,0,1,500
1788528788.5207698,43,0.865729284286499,0,0,500
1788528799.5590332,385,0.774336596330007,1,0,500
1788528809.5917356,71,0.8167673826217652,0,0,500
1788528820.538437,55,0.6891840934753418,0,2,500
1788528830.5479138,298,0.8401330828666687,1,0,500
1788528840.5490773,47,0.8007278442382812,0,0,500
1788528851.5853717,73,0.7478416661421458,0,2,500
1788528861.6397784,208,0.811089551448822,1,0,500
1788528872.5530283,45,0.8445066332817077,0,2,500
1788528882.5684493,61,0.7792162299156189,0,1,500
1788528893.5976498,258,0.815998320778211,0,0,500
1788528903.6233664,53,0.8370637893676758,0,0,500
1788528913.6341465,498,0.8805074095726013,1,0,500
1788528924.5896907,64,0.7762284994125366,0,0,500
1788528934.5900986,62,0.7896056771278381,1,0,500
1788528944.5999153,307,0.7982325434684754,2,1,500
1788528954.6136377,74,0.8592035293579101,0,0,500
1788528965.6286492,62,0.7825759251912435,0,3,500
1788528975.6590025,193,0.8724971055984497,1,1,500
1788528986.618541,61,0.85728679895401,0,0,500
1788528996.633266,66,0.8128499984741211,0,1,500
1788529007.651263,526,0.8541203240553538,1,0,500
1788529017.6631541,62,0.7545918583869934,1,0,500
1788529028.6307914,65,0.7559385538101197,1,0,500
1788529038.651648,344,0.7925015091896057,2,0,500
1788529049.6765597,72,0.7193030913670858,0,1,500
1788529059.6891801,60,0.7839017629623413,0,2,500
1788529069.6893768,506,0.7847615122795105,1,2,500
1788529079.7369356,51,0.8021888613700867,2,0,500
1788529090.692237,47,0.752211046218872,0,1,500
1788529101.7189996,213,0.8312910298506418,1,1,500
1788529112.6886652,61,0.8264475464820862,1,0,500
1788529123.725138,219,0.8403881788253784,1,0,500
1788529133.7549896,41,0.8046355247497559,0,2,500
1788529144.7047174,58,0.7204591393470764,0,1,500
1788529154.7228842,546,0.8705343961715698,1,0,500
1788529164.7387316,51,0.6195077359676361,0,2,500
1788529175.7585542,71,0.6976053516070048,1,1,500
1788529186.732513,431,0.7720379829406738,0,1,500
1788529197.7640116,59,0.8265041212240855,0,1,500
1788529207.7714064,40,0.746315062046051,0,1,500
1788529217.7939086,534,0.7373247385025025,2,1,500
1788529228.7519975,77,0.8270578145980835,0,0,500
1788529238.761476,30,0.776476776599884,0,1,500
1788529249.799993,234,0.727402905623118,1,0,500
1788529259.8053648,42,0.7575745940208435,1,1,500
1788529269.8138885,51,0.7518566250801086,0,0,500
1788529280.776217,413,0.8527097463607788,1,0,500
1788529290.7786272,73,0.8383930683135986,0,0,500
1788529300.7856007,63,0.735118281841278,0,1,500
1788529311.80861,260,0.8081695238749186,1,0,500
1788529321.8401806,58,0.7904722332954407,0,1,500
1788529332.8047724,56,0.803895914554596,0,1,500
1788529343.8382063,290,0.6912555396556854,1,2,500
1788529353.8686926,63,0.8372915029525757,0,0,500
1788529364.8242846,217,0.8444774985313416,1,1,500
1788529374.8267229,69,0.826907753944397,0,0,500
1788529384.830387,40,0.6726651191711426,1,1,500
1788529395.855682,556,0.8033161262671152,1,1,500
1788529405.8950148,47,0.7944016337394715,0,0,500
1788529416.8509932,20,0.7585855841636657,0,2,500
1788529427.8685284,231,0.8473944664001465,1,1,500
1788529437.9002743,28,0.795680820941925,0,0,500
1788529448.8548768,61,0.8212873935699463,1,0,500
1788529458.8564575,542,0.8143130660057067,1,0,500
1788529469.8978162,66,0.8851871490478516,0,0,500
1788529479.9027827,69,0.7520323276519776,0,0,500
1788529489.909238,343,0.7625072598457336,1,1,500
1788529500.897722,55,0.7410048246383667,0,0,500
1788529511.918514,83,0.7727059225241343,0,0,500
1788529521.9469855,468,0.7901660442352295,0,1,500
1788529532.8997126,45,0.8275410175323487,0,1,500
1788529542.9502285,49,0.7227065324783325,0,1,500
1788529553.9702168,495,0.7661118904749552,1,0,500
1788529564.9180713,83,0.8349756360054016,2,0,500
1788529574.920073,311,0.8957859873771667,1,1,500
1788529584.920532,45,0.7795683145523071,2,0,500
1788529594.9346356,69,0.805099892616272,0,0,500
1788529605.962539,492,0.849971185127894,1,0,500
1788529615.9845304,57,0.7548168778419495,0,1,500
1788529625.9926207,63,0.7437857985496521,0,1,500
1788529636.9551697,302,0.8154917359352112,0,2,500
1788529646.957219,47,0.7732243657112121,0,1,500
1788529656.9669902,45,0.6720128893852234,1,0,500
1788529666.9709644,455,0.6299477577209472,1,3,500
1788529677.9955122,64,0.7515711386998495,0,1,500
1788529688.016675,48,0.7872050881385804,1,0,500
1788529698.0232568,409,0.7959762632846832,1,1,500
1788529708.990627,38,0.7292100071907044,1,0,500
1788529719.0200753,67,0.7915927529335022,0,1,500
1788529730.0284288,479,0.7807126740614573,1,1,500
1788529740.043807,30,0.7955225825309753,0,2,500
1788529750.0576594,56,0.8555797219276429,0,0,500
1788529761.0245926,329,0.7292440414428711,1,1,500
1788529772.0404243,55,0.786018967628479,1,0,500
1788529782.0477183,64,0.734274399280548,0,1,500
1788529792.071064,531,0.7945852756500245,1,1,500
1788529802.0780606,38,0.6824818015098572,0,2,500
1788529813.0480666,70,0.8181041955947876,0,1,500
1788529824.084535,503,0.8297059337298075,3,0,500
1788529835.048259,57,0.8118329048156738,0,0,500
1788529845.0632458,500,0.8499502778053284,1,0,500
1788529855.0766892,45,0.7335757255554199,0,0,500
1788529866.115544,67,0.8439696331818899,0,1,500
1788529876.1264923,260,0.8337559938430786,1,2,500
1788529887.0713482,55,0.8463415265083313,1,0,500
1788529897.0840547,57,0.7508686423301697,0,2,500
1788529907.0867186,235,0.830667781829834,1,1,500
1788529917.1073523,48,0.77766273021698,0,0,500
1788529927.1125512,64,0.6983563899993896,0,0,500
1788529937.1524687,298,0.9092509984970093,1,0,500
1788529948.1665251,56,0.8578851918379465,0,0,500
1788529958.1709104,68,0.8348312139511108,0,0,500
1788529969.1237183,469,0.6873396337032318,1,1,500
1788529979.1342552,66,0.7078842639923095,0,3,500
1788529989.171306,40,0.7343226730823517,0,0,500
1788530000.1829088,472,0.8694016436735789,1,1,500
1788530011.1496897,16,0.8023637890815735,1,1,500
1788530022.1810565,44,0.7971472839514414,0,0,500
1788530032.2045965,293,0.8746784448623657,2,0,500
1788530043.1683066,53,0.7204832792282104,1,1,500
1788530054.203374,270,0.8401452402273814,1,1,500
1788530064.217045,43,0.7392055869102478,0,1,500
1788530075.1801202,43,0.8007694721221924,0,1,500
1788530085.1923766,360,0.7672218322753906,1,1,500
1788530096.2225947,70,0.8190491000811259,0,2,500
1788530106.23086,46,0.7728933811187744,0,1,500
